	 i = -1    	 yi = 1    	 xi = 0    	 h = 0.25    	 yi(1/2) = 2.05923    	 yi - yi(1/2) = -0.00850182    	 LEE = 0.00971636    	 c1 = 1    	 c2 = 0
	 i = 4127    	 yi = 1.12769e+06    	 xi = 9.43555    	 h = 0.000976562    	 yi(1/2) = 1.12769e+06    	 yi - yi(1/2) = -5.40167e-08    	 LEE = 6.17334e-08    	 c1 = 10    	 c2 = 1
	 i = 4128    	 yi = 1.12903e+06    	 xi = 9.43652    	 h = 0.000976562    	 yi(1/2) = 1.12903e+06    	 yi - yi(1/2) = -5.42495e-08    	 LEE = 6.19995e-08    	 c1 = 10    	 c2 = 1
	 i = 4129    	 yi = 1.13036e+06    	 xi = 9.4375    	 h = 0.000976562    	 yi(1/2) = 1.13036e+06    	 yi - yi(1/2) = -5.40167e-08    	 LEE = 6.17334e-08    	 c1 = 10    	 c2 = 1
	 i = 4130    	 yi = 1.1317e+06    	 xi = 9.43848    	 h = 0.000976562    	 yi(1/2) = 1.1317e+06    	 yi - yi(1/2) = -5.42495e-08    	 LEE = 6.19995e-08    	 c1 = 10    	 c2 = 1
	 i = 4131    	 yi = 1.13303e+06    	 xi = 9.43945    	 h = 0.000976562    	 yi(1/2) = 1.13303e+06    	 yi - yi(1/2) = -5.40167e-08    	 LEE = 6.17334e-08    	 c1 = 10    	 c2 = 1
	 i = 4132    	 yi = 1.13437e+06    	 xi = 9.44043    	 h = 0.000976562    	 yi(1/2) = 1.13437e+06    	 yi - yi(1/2) = -5.40167e-08    	 LEE = 6.17334e-08    	 c1 = 10    	 c2 = 1
	 i = 4133    	 yi = 1.13571e+06    	 xi = 9.44141    	 h = 0.000976562    	 yi(1/2) = 1.13571e+06    	 yi - yi(1/2) = -5.42495e-08    	 LEE = 6.19995e-08    	 c1 = 10    	 c2 = 1
	 i = 4134    	 yi = 1.13706e+06    	 xi = 9.44238    	 h = 0.000976562    	 yi(1/2) = 1.13706e+06    	 yi - yi(1/2) = -5.42495e-08    	 LEE = 6.19995e-08    	 c1 = 10    	 c2 = 1
	 i = 4135    	 yi = 1.1384e+06    	 xi = 9.44336    	 h = 0.000976562    	 yi(1/2) = 1.1384e+06    	 yi - yi(1/2) = -5.44824e-08    	 LEE = 6.22656e-08    	 c1 = 10    	 c2 = 1
	 i = 4136    	 yi = 1.13975e+06    	 xi = 9.44434    	 h = 0.000976562    	 yi(1/2) = 1.13975e+06    	 yi - yi(1/2) = -5.44824e-08    	 LEE = 6.22656e-08    	 c1 = 10    	 c2 = 1
	 i = 4137    	 yi = 1.14109e+06    	 xi = 9.44531    	 h = 0.000976562    	 yi(1/2) = 1.14109e+06    	 yi - yi(1/2) = -5.44824e-08    	 LEE = 6.22656e-08    	 c1 = 10    	 c2 = 1
	 i = 4138    	 yi = 1.14244e+06    	 xi = 9.44629    	 h = 0.000976562    	 yi(1/2) = 1.14244e+06    	 yi - yi(1/2) = -5.44824e-08    	 LEE = 6.22656e-08    	 c1 = 10    	 c2 = 1
	 i = 4139    	 yi = 1.14379e+06    	 xi = 9.44727    	 h = 0.000976562    	 yi(1/2) = 1.14379e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4140    	 yi = 1.14514e+06    	 xi = 9.44824    	 h = 0.000976562    	 yi(1/2) = 1.14514e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4141    	 yi = 1.1465e+06    	 xi = 9.44922    	 h = 0.000976562    	 yi(1/2) = 1.1465e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4142    	 yi = 1.14785e+06    	 xi = 9.4502    	 h = 0.000976562    	 yi(1/2) = 1.14785e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4143    	 yi = 1.14921e+06    	 xi = 9.45117    	 h = 0.000976562    	 yi(1/2) = 1.14921e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4144    	 yi = 1.15056e+06    	 xi = 9.45215    	 h = 0.000976562    	 yi(1/2) = 1.15056e+06    	 yi - yi(1/2) = -5.47152e-08    	 LEE = 6.25317e-08    	 c1 = 10    	 c2 = 1
	 i = 4145    	 yi = 1.15192e+06    	 xi = 9.45312    	 h = 0.000976562    	 yi(1/2) = 1.15192e+06    	 yi - yi(1/2) = -5.4948e-08    	 LEE = 6.27978e-08    	 c1 = 10    	 c2 = 1
	 i = 4146    	 yi = 1.15328e+06    	 xi = 9.4541    	 h = 0.000976562    	 yi(1/2) = 1.15328e+06    	 yi - yi(1/2) = -5.51809e-08    	 LEE = 6.30638e-08    	 c1 = 10    	 c2 = 1
	 i = 4147    	 yi = 1.15465e+06    	 xi = 9.45508    	 h = 0.000976562    	 yi(1/2) = 1.15465e+06    	 yi - yi(1/2) = -5.51809e-08    	 LEE = 6.30638e-08    	 c1 = 10    	 c2 = 1
	 i = 4148    	 yi = 1.15601e+06    	 xi = 9.45605    	 h = 0.000976562    	 yi(1/2) = 1.15601e+06    	 yi - yi(1/2) = -5.4948e-08    	 LEE = 6.27978e-08    	 c1 = 10    	 c2 = 1
	 i = 4149    	 yi = 1.15738e+06    	 xi = 9.45703    	 h = 0.000976562    	 yi(1/2) = 1.15738e+06    	 yi - yi(1/2) = -5.51809e-08    	 LEE = 6.30638e-08    	 c1 = 10    	 c2 = 1
	 i = 4150    	 yi = 1.15875e+06    	 xi = 9.45801    	 h = 0.000976562    	 yi(1/2) = 1.15875e+06    	 yi - yi(1/2) = -5.51809e-08    	 LEE = 6.30638e-08    	 c1 = 10    	 c2 = 1
	 i = 4151    	 yi = 1.16011e+06    	 xi = 9.45898    	 h = 0.000976562    	 yi(1/2) = 1.16011e+06    	 yi - yi(1/2) = -5.56465e-08    	 LEE = 6.3596e-08    	 c1 = 10    	 c2 = 1
	 i = 4152    	 yi = 1.16148e+06    	 xi = 9.45996    	 h = 0.000976562    	 yi(1/2) = 1.16148e+06    	 yi - yi(1/2) = -5.54137e-08    	 LEE = 6.33299e-08    	 c1 = 10    	 c2 = 1
	 i = 4153    	 yi = 1.16286e+06    	 xi = 9.46094    	 h = 0.000976562    	 yi(1/2) = 1.16286e+06    	 yi - yi(1/2) = -5.51809e-08    	 LEE = 6.30638e-08    	 c1 = 10    	 c2 = 1
	 i = 4154    	 yi = 1.16423e+06    	 xi = 9.46191    	 h = 0.000976562    	 yi(1/2) = 1.16423e+06    	 yi - yi(1/2) = -5.56465e-08    	 LEE = 6.3596e-08    	 c1 = 10    	 c2 = 1
	 i = 4155    	 yi = 1.16561e+06    	 xi = 9.46289    	 h = 0.000976562    	 yi(1/2) = 1.16561e+06    	 yi - yi(1/2) = -5.56465e-08    	 LEE = 6.3596e-08    	 c1 = 10    	 c2 = 1
	 i = 4156    	 yi = 1.16698e+06    	 xi = 9.46387    	 h = 0.000976562    	 yi(1/2) = 1.16698e+06    	 yi - yi(1/2) = -5.58794e-08    	 LEE = 6.38621e-08    	 c1 = 10    	 c2 = 1
	 i = 4157    	 yi = 1.16836e+06    	 xi = 9.46484    	 h = 0.000976562    	 yi(1/2) = 1.16836e+06    	 yi - yi(1/2) = -5.56465e-08    	 LEE = 6.3596e-08    	 c1 = 10    	 c2 = 1
	 i = 4158    	 yi = 1.16974e+06    	 xi = 9.46582    	 h = 0.000976562    	 yi(1/2) = 1.16974e+06    	 yi - yi(1/2) = -5.58794e-08    	 LEE = 6.38621e-08    	 c1 = 10    	 c2 = 1
	 i = 4159    	 yi = 1.17112e+06    	 xi = 9.4668    	 h = 0.000976562    	 yi(1/2) = 1.17112e+06    	 yi - yi(1/2) = -5.58794e-08    	 LEE = 6.38621e-08    	 c1 = 10    	 c2 = 1
	 i = 4160    	 yi = 1.17251e+06    	 xi = 9.46777    	 h = 0.000976562    	 yi(1/2) = 1.17251e+06    	 yi - yi(1/2) = -5.58794e-08    	 LEE = 6.38621e-08    	 c1 = 10    	 c2 = 1
	 i = 4161    	 yi = 1.17389e+06    	 xi = 9.46875    	 h = 0.000976562    	 yi(1/2) = 1.17389e+06    	 yi - yi(1/2) = -5.61122e-08    	 LEE = 6.41282e-08    	 c1 = 10    	 c2 = 1
	 i = 4162    	 yi = 1.17528e+06    	 xi = 9.46973    	 h = 0.000976562    	 yi(1/2) = 1.17528e+06    	 yi - yi(1/2) = -5.58794e-08    	 LEE = 6.38621e-08    	 c1 = 10    	 c2 = 1
	 i = 4163    	 yi = 1.17667e+06    	 xi = 9.4707    	 h = 0.000976562    	 yi(1/2) = 1.17667e+06    	 yi - yi(1/2) = -5.61122e-08    	 LEE = 6.41282e-08    	 c1 = 10    	 c2 = 1
	 i = 4164    	 yi = 1.17806e+06    	 xi = 9.47168    	 h = 0.000976562    	 yi(1/2) = 1.17806e+06    	 yi - yi(1/2) = -5.6345e-08    	 LEE = 6.43943e-08    	 c1 = 10    	 c2 = 1
	 i = 4165    	 yi = 1.17945e+06    	 xi = 9.47266    	 h = 0.000976562    	 yi(1/2) = 1.17945e+06    	 yi - yi(1/2) = -5.61122e-08    	 LEE = 6.41282e-08    	 c1 = 10    	 c2 = 1
	 i = 4166    	 yi = 1.18084e+06    	 xi = 9.47363    	 h = 0.000976562    	 yi(1/2) = 1.18084e+06    	 yi - yi(1/2) = -5.61122e-08    	 LEE = 6.41282e-08    	 c1 = 10    	 c2 = 1
	 i = 4167    	 yi = 1.18224e+06    	 xi = 9.47461    	 h = 0.000976562    	 yi(1/2) = 1.18224e+06    	 yi - yi(1/2) = -5.6345e-08    	 LEE = 6.43943e-08    	 c1 = 10    	 c2 = 1
	 i = 4168    	 yi = 1.18363e+06    	 xi = 9.47559    	 h = 0.000976562    	 yi(1/2) = 1.18363e+06    	 yi - yi(1/2) = -5.65778e-08    	 LEE = 6.46604e-08    	 c1 = 10    	 c2 = 1
	 i = 4169    	 yi = 1.18503e+06    	 xi = 9.47656    	 h = 0.000976562    	 yi(1/2) = 1.18503e+06    	 yi - yi(1/2) = -5.65778e-08    	 LEE = 6.46604e-08    	 c1 = 10    	 c2 = 1
	 i = 4170    	 yi = 1.18643e+06    	 xi = 9.47754    	 h = 0.000976562    	 yi(1/2) = 1.18643e+06    	 yi - yi(1/2) = -5.65778e-08    	 LEE = 6.46604e-08    	 c1 = 10    	 c2 = 1
	 i = 4171    	 yi = 1.18783e+06    	 xi = 9.47852    	 h = 0.000976562    	 yi(1/2) = 1.18783e+06    	 yi - yi(1/2) = -5.65778e-08    	 LEE = 6.46604e-08    	 c1 = 10    	 c2 = 1
	 i = 4172    	 yi = 1.18923e+06    	 xi = 9.47949    	 h = 0.000976562    	 yi(1/2) = 1.18923e+06    	 yi - yi(1/2) = -5.68107e-08    	 LEE = 6.49265e-08    	 c1 = 10    	 c2 = 1
	 i = 4173    	 yi = 1.19064e+06    	 xi = 9.48047    	 h = 0.000976562    	 yi(1/2) = 1.19064e+06    	 yi - yi(1/2) = -5.68107e-08    	 LEE = 6.49265e-08    	 c1 = 10    	 c2 = 1
	 i = 4174    	 yi = 1.19205e+06    	 xi = 9.48145    	 h = 0.000976562    	 yi(1/2) = 1.19205e+06    	 yi - yi(1/2) = -5.68107e-08    	 LEE = 6.49265e-08    	 c1 = 10    	 c2 = 1
	 i = 4175    	 yi = 1.19345e+06    	 xi = 9.48242    	 h = 0.000976562    	 yi(1/2) = 1.19345e+06    	 yi - yi(1/2) = -5.70435e-08    	 LEE = 6.51926e-08    	 c1 = 10    	 c2 = 1
	 i = 4176    	 yi = 1.19486e+06    	 xi = 9.4834    	 h = 0.000976562    	 yi(1/2) = 1.19486e+06    	 yi - yi(1/2) = -5.70435e-08    	 LEE = 6.51926e-08    	 c1 = 10    	 c2 = 1
	 i = 4177    	 yi = 1.19627e+06    	 xi = 9.48438    	 h = 0.000976562    	 yi(1/2) = 1.19627e+06    	 yi - yi(1/2) = -5.70435e-08    	 LEE = 6.51926e-08    	 c1 = 10    	 c2 = 1
	 i = 4178    	 yi = 1.19769e+06    	 xi = 9.48535    	 h = 0.000976562    	 yi(1/2) = 1.19769e+06    	 yi - yi(1/2) = -5.72763e-08    	 LEE = 6.54587e-08    	 c1 = 10    	 c2 = 1
	 i = 4179    	 yi = 1.1991e+06    	 xi = 9.48633    	 h = 0.000976562    	 yi(1/2) = 1.1991e+06    	 yi - yi(1/2) = -5.72763e-08    	 LEE = 6.54587e-08    	 c1 = 10    	 c2 = 1
	 i = 4180    	 yi = 1.20052e+06    	 xi = 9.4873    	 h = 0.000976562    	 yi(1/2) = 1.20052e+06    	 yi - yi(1/2) = -5.72763e-08    	 LEE = 6.54587e-08    	 c1 = 10    	 c2 = 1
	 i = 4181    	 yi = 1.20193e+06    	 xi = 9.48828    	 h = 0.000976562    	 yi(1/2) = 1.20193e+06    	 yi - yi(1/2) = -5.72763e-08    	 LEE = 6.54587e-08    	 c1 = 10    	 c2 = 1
	 i = 4182    	 yi = 1.20335e+06    	 xi = 9.48926    	 h = 0.000976562    	 yi(1/2) = 1.20335e+06    	 yi - yi(1/2) = -5.75092e-08    	 LEE = 6.57248e-08    	 c1 = 10    	 c2 = 1
	 i = 4183    	 yi = 1.20477e+06    	 xi = 9.49023    	 h = 0.000976562    	 yi(1/2) = 1.20477e+06    	 yi - yi(1/2) = -5.72763e-08    	 LEE = 6.54587e-08    	 c1 = 10    	 c2 = 1
	 i = 4184    	 yi = 1.2062e+06    	 xi = 9.49121    	 h = 0.000976562    	 yi(1/2) = 1.2062e+06    	 yi - yi(1/2) = -5.75092e-08    	 LEE = 6.57248e-08    	 c1 = 10    	 c2 = 1
	 i = 4185    	 yi = 1.20762e+06    	 xi = 9.49219    	 h = 0.000976562    	 yi(1/2) = 1.20762e+06    	 yi - yi(1/2) = -5.75092e-08    	 LEE = 6.57248e-08    	 c1 = 10    	 c2 = 1
	 i = 4186    	 yi = 1.20905e+06    	 xi = 9.49316    	 h = 0.000976562    	 yi(1/2) = 1.20905e+06    	 yi - yi(1/2) = -5.75092e-08    	 LEE = 6.57248e-08    	 c1 = 10    	 c2 = 1
	 i = 4187    	 yi = 1.21047e+06    	 xi = 9.49414    	 h = 0.000976562    	 yi(1/2) = 1.21047e+06    	 yi - yi(1/2) = -5.7742e-08    	 LEE = 6.59909e-08    	 c1 = 10    	 c2 = 1
	 i = 4188    	 yi = 1.2119e+06    	 xi = 9.49512    	 h = 0.000976562    	 yi(1/2) = 1.2119e+06    	 yi - yi(1/2) = -5.7742e-08    	 LEE = 6.59909e-08    	 c1 = 10    	 c2 = 1
	 i = 4189    	 yi = 1.21333e+06    	 xi = 9.49609    	 h = 0.000976562    	 yi(1/2) = 1.21333e+06    	 yi - yi(1/2) = -5.79748e-08    	 LEE = 6.62569e-08    	 c1 = 10    	 c2 = 1
	 i = 4190    	 yi = 1.21477e+06    	 xi = 9.49707    	 h = 0.000976562    	 yi(1/2) = 1.21477e+06    	 yi - yi(1/2) = -5.79748e-08    	 LEE = 6.62569e-08    	 c1 = 10    	 c2 = 1
	 i = 4191    	 yi = 1.2162e+06    	 xi = 9.49805    	 h = 0.000976562    	 yi(1/2) = 1.2162e+06    	 yi - yi(1/2) = -5.79748e-08    	 LEE = 6.62569e-08    	 c1 = 10    	 c2 = 1
	 i = 4192    	 yi = 1.21764e+06    	 xi = 9.49902    	 h = 0.000976562    	 yi(1/2) = 1.21764e+06    	 yi - yi(1/2) = -5.79748e-08    	 LEE = 6.62569e-08    	 c1 = 10    	 c2 = 1
	 i = 4193    	 yi = 1.21908e+06    	 xi = 9.5    	 h = 0.000976562    	 yi(1/2) = 1.21908e+06    	 yi - yi(1/2) = -5.79748e-08    	 LEE = 6.62569e-08    	 c1 = 10    	 c2 = 1
	 i = 4194    	 yi = 1.22051e+06    	 xi = 9.50098    	 h = 0.000976562    	 yi(1/2) = 1.22051e+06    	 yi - yi(1/2) = -5.82077e-08    	 LEE = 6.6523e-08    	 c1 = 10    	 c2 = 1
	 i = 4195    	 yi = 1.22196e+06    	 xi = 9.50195    	 h = 0.000976562    	 yi(1/2) = 1.22196e+06    	 yi - yi(1/2) = -5.82077e-08    	 LEE = 6.6523e-08    	 c1 = 10    	 c2 = 1
	 i = 4196    	 yi = 1.2234e+06    	 xi = 9.50293    	 h = 0.000976562    	 yi(1/2) = 1.2234e+06    	 yi - yi(1/2) = -5.82077e-08    	 LEE = 6.6523e-08    	 c1 = 10    	 c2 = 1
	 i = 4197    	 yi = 1.22484e+06    	 xi = 9.50391    	 h = 0.000976562    	 yi(1/2) = 1.22484e+06    	 yi - yi(1/2) = -5.84405e-08    	 LEE = 6.67891e-08    	 c1 = 10    	 c2 = 1
	 i = 4198    	 yi = 1.22629e+06    	 xi = 9.50488    	 h = 0.000976562    	 yi(1/2) = 1.22629e+06    	 yi - yi(1/2) = -5.84405e-08    	 LEE = 6.67891e-08    	 c1 = 10    	 c2 = 1
	 i = 4199    	 yi = 1.22774e+06    	 xi = 9.50586    	 h = 0.000976562    	 yi(1/2) = 1.22774e+06    	 yi - yi(1/2) = -5.84405e-08    	 LEE = 6.67891e-08    	 c1 = 10    	 c2 = 1
	 i = 4200    	 yi = 1.22918e+06    	 xi = 9.50684    	 h = 0.000976562    	 yi(1/2) = 1.22918e+06    	 yi - yi(1/2) = -5.86733e-08    	 LEE = 6.70552e-08    	 c1 = 10    	 c2 = 1
	 i = 4201    	 yi = 1.23064e+06    	 xi = 9.50781    	 h = 0.000976562    	 yi(1/2) = 1.23064e+06    	 yi - yi(1/2) = -5.86733e-08    	 LEE = 6.70552e-08    	 c1 = 10    	 c2 = 1
	 i = 4202    	 yi = 1.23209e+06    	 xi = 9.50879    	 h = 0.000976562    	 yi(1/2) = 1.23209e+06    	 yi - yi(1/2) = -5.89062e-08    	 LEE = 6.73213e-08    	 c1 = 10    	 c2 = 1
	 i = 4203    	 yi = 1.23354e+06    	 xi = 9.50977    	 h = 0.000976562    	 yi(1/2) = 1.23354e+06    	 yi - yi(1/2) = -5.86733e-08    	 LEE = 6.70552e-08    	 c1 = 10    	 c2 = 1
	 i = 4204    	 yi = 1.235e+06    	 xi = 9.51074    	 h = 0.000976562    	 yi(1/2) = 1.235e+06    	 yi - yi(1/2) = -5.86733e-08    	 LEE = 6.70552e-08    	 c1 = 10    	 c2 = 1
	 i = 4205    	 yi = 1.23646e+06    	 xi = 9.51172    	 h = 0.000976562    	 yi(1/2) = 1.23646e+06    	 yi - yi(1/2) = -5.89062e-08    	 LEE = 6.73213e-08    	 c1 = 10    	 c2 = 1
	 i = 4206    	 yi = 1.23792e+06    	 xi = 9.5127    	 h = 0.000976562    	 yi(1/2) = 1.23792e+06    	 yi - yi(1/2) = -5.9139e-08    	 LEE = 6.75874e-08    	 c1 = 10    	 c2 = 1
	 i = 4207    	 yi = 1.23938e+06    	 xi = 9.51367    	 h = 0.000976562    	 yi(1/2) = 1.23938e+06    	 yi - yi(1/2) = -5.89062e-08    	 LEE = 6.73213e-08    	 c1 = 10    	 c2 = 1
	 i = 4208    	 yi = 1.24084e+06    	 xi = 9.51465    	 h = 0.000976562    	 yi(1/2) = 1.24084e+06    	 yi - yi(1/2) = -5.9139e-08    	 LEE = 6.75874e-08    	 c1 = 10    	 c2 = 1
	 i = 4209    	 yi = 1.2423e+06    	 xi = 9.51562    	 h = 0.000976562    	 yi(1/2) = 1.2423e+06    	 yi - yi(1/2) = -5.9139e-08    	 LEE = 6.75874e-08    	 c1 = 10    	 c2 = 1
	 i = 4210    	 yi = 1.24377e+06    	 xi = 9.5166    	 h = 0.000976562    	 yi(1/2) = 1.24377e+06    	 yi - yi(1/2) = -5.93718e-08    	 LEE = 6.78535e-08    	 c1 = 10    	 c2 = 1
	 i = 4211    	 yi = 1.24524e+06    	 xi = 9.51758    	 h = 0.000976562    	 yi(1/2) = 1.24524e+06    	 yi - yi(1/2) = -5.93718e-08    	 LEE = 6.78535e-08    	 c1 = 10    	 c2 = 1
	 i = 4212    	 yi = 1.24671e+06    	 xi = 9.51855    	 h = 0.000976562    	 yi(1/2) = 1.24671e+06    	 yi - yi(1/2) = -5.93718e-08    	 LEE = 6.78535e-08    	 c1 = 10    	 c2 = 1
	 i = 4213    	 yi = 1.24818e+06    	 xi = 9.51953    	 h = 0.000976562    	 yi(1/2) = 1.24818e+06    	 yi - yi(1/2) = -5.93718e-08    	 LEE = 6.78535e-08    	 c1 = 10    	 c2 = 1
	 i = 4214    	 yi = 1.24965e+06    	 xi = 9.52051    	 h = 0.000976562    	 yi(1/2) = 1.24965e+06    	 yi - yi(1/2) = -5.96046e-08    	 LEE = 6.81196e-08    	 c1 = 10    	 c2 = 1
	 i = 4215    	 yi = 1.25113e+06    	 xi = 9.52148    	 h = 0.000976562    	 yi(1/2) = 1.25113e+06    	 yi - yi(1/2) = -5.96046e-08    	 LEE = 6.81196e-08    	 c1 = 10    	 c2 = 1
	 i = 4216    	 yi = 1.2526e+06    	 xi = 9.52246    	 h = 0.000976562    	 yi(1/2) = 1.2526e+06    	 yi - yi(1/2) = -5.96046e-08    	 LEE = 6.81196e-08    	 c1 = 10    	 c2 = 1
	 i = 4217    	 yi = 1.25408e+06    	 xi = 9.52344    	 h = 0.000976562    	 yi(1/2) = 1.25408e+06    	 yi - yi(1/2) = -5.98375e-08    	 LEE = 6.83857e-08    	 c1 = 10    	 c2 = 1
	 i = 4218    	 yi = 1.25556e+06    	 xi = 9.52441    	 h = 0.000976562    	 yi(1/2) = 1.25556e+06    	 yi - yi(1/2) = -5.98375e-08    	 LEE = 6.83857e-08    	 c1 = 10    	 c2 = 1
	 i = 4219    	 yi = 1.25704e+06    	 xi = 9.52539    	 h = 0.000976562    	 yi(1/2) = 1.25704e+06    	 yi - yi(1/2) = -5.98375e-08    	 LEE = 6.83857e-08    	 c1 = 10    	 c2 = 1
	 i = 4220    	 yi = 1.25853e+06    	 xi = 9.52637    	 h = 0.000976562    	 yi(1/2) = 1.25853e+06    	 yi - yi(1/2) = -5.98375e-08    	 LEE = 6.83857e-08    	 c1 = 10    	 c2 = 1
	 i = 4221    	 yi = 1.26001e+06    	 xi = 9.52734    	 h = 0.000976562    	 yi(1/2) = 1.26001e+06    	 yi - yi(1/2) = -6.00703e-08    	 LEE = 6.86518e-08    	 c1 = 10    	 c2 = 1
	 i = 4222    	 yi = 1.2615e+06    	 xi = 9.52832    	 h = 0.000976562    	 yi(1/2) = 1.2615e+06    	 yi - yi(1/2) = -6.00703e-08    	 LEE = 6.86518e-08    	 c1 = 10    	 c2 = 1
	 i = 4223    	 yi = 1.26299e+06    	 xi = 9.5293    	 h = 0.000976562    	 yi(1/2) = 1.26299e+06    	 yi - yi(1/2) = -5.98375e-08    	 LEE = 6.83857e-08    	 c1 = 10    	 c2 = 1
	 i = 4224    	 yi = 1.26448e+06    	 xi = 9.53027    	 h = 0.000976562    	 yi(1/2) = 1.26448e+06    	 yi - yi(1/2) = -6.00703e-08    	 LEE = 6.86518e-08    	 c1 = 10    	 c2 = 1
	 i = 4225    	 yi = 1.26597e+06    	 xi = 9.53125    	 h = 0.000976562    	 yi(1/2) = 1.26597e+06    	 yi - yi(1/2) = -6.03031e-08    	 LEE = 6.89179e-08    	 c1 = 10    	 c2 = 1
	 i = 4226    	 yi = 1.26746e+06    	 xi = 9.53223    	 h = 0.000976562    	 yi(1/2) = 1.26746e+06    	 yi - yi(1/2) = -6.00703e-08    	 LEE = 6.86518e-08    	 c1 = 10    	 c2 = 1
	 i = 4227    	 yi = 1.26896e+06    	 xi = 9.5332    	 h = 0.000976562    	 yi(1/2) = 1.26896e+06    	 yi - yi(1/2) = -6.03031e-08    	 LEE = 6.89179e-08    	 c1 = 10    	 c2 = 1
	 i = 4228    	 yi = 1.27046e+06    	 xi = 9.53418    	 h = 0.000976562    	 yi(1/2) = 1.27046e+06    	 yi - yi(1/2) = -6.03031e-08    	 LEE = 6.89179e-08    	 c1 = 10    	 c2 = 1
	 i = 4229    	 yi = 1.27196e+06    	 xi = 9.53516    	 h = 0.000976562    	 yi(1/2) = 1.27196e+06    	 yi - yi(1/2) = -6.07688e-08    	 LEE = 6.94501e-08    	 c1 = 10    	 c2 = 1
	 i = 4230    	 yi = 1.27346e+06    	 xi = 9.53613    	 h = 0.000976562    	 yi(1/2) = 1.27346e+06    	 yi - yi(1/2) = -6.0536e-08    	 LEE = 6.9184e-08    	 c1 = 10    	 c2 = 1
	 i = 4231    	 yi = 1.27496e+06    	 xi = 9.53711    	 h = 0.000976562    	 yi(1/2) = 1.27496e+06    	 yi - yi(1/2) = -6.07688e-08    	 LEE = 6.94501e-08    	 c1 = 10    	 c2 = 1
	 i = 4232    	 yi = 1.27646e+06    	 xi = 9.53809    	 h = 0.000976562    	 yi(1/2) = 1.27646e+06    	 yi - yi(1/2) = -6.07688e-08    	 LEE = 6.94501e-08    	 c1 = 10    	 c2 = 1
	 i = 4233    	 yi = 1.27797e+06    	 xi = 9.53906    	 h = 0.000976562    	 yi(1/2) = 1.27797e+06    	 yi - yi(1/2) = -6.07688e-08    	 LEE = 6.94501e-08    	 c1 = 10    	 c2 = 1
	 i = 4234    	 yi = 1.27948e+06    	 xi = 9.54004    	 h = 0.000976562    	 yi(1/2) = 1.27948e+06    	 yi - yi(1/2) = -6.10016e-08    	 LEE = 6.97161e-08    	 c1 = 10    	 c2 = 1
	 i = 4235    	 yi = 1.28099e+06    	 xi = 9.54102    	 h = 0.000976562    	 yi(1/2) = 1.28099e+06    	 yi - yi(1/2) = -6.07688e-08    	 LEE = 6.94501e-08    	 c1 = 10    	 c2 = 1
	 i = 4236    	 yi = 1.2825e+06    	 xi = 9.54199    	 h = 0.000976562    	 yi(1/2) = 1.2825e+06    	 yi - yi(1/2) = -6.10016e-08    	 LEE = 6.97161e-08    	 c1 = 10    	 c2 = 1
	 i = 4237    	 yi = 1.28401e+06    	 xi = 9.54297    	 h = 0.000976562    	 yi(1/2) = 1.28401e+06    	 yi - yi(1/2) = -6.10016e-08    	 LEE = 6.97161e-08    	 c1 = 10    	 c2 = 1
	 i = 4238    	 yi = 1.28553e+06    	 xi = 9.54395    	 h = 0.000976562    	 yi(1/2) = 1.28553e+06    	 yi - yi(1/2) = -6.12345e-08    	 LEE = 6.99822e-08    	 c1 = 10    	 c2 = 1
	 i = 4239    	 yi = 1.28704e+06    	 xi = 9.54492    	 h = 0.000976562    	 yi(1/2) = 1.28704e+06    	 yi - yi(1/2) = -6.12345e-08    	 LEE = 6.99822e-08    	 c1 = 10    	 c2 = 1
	 i = 4240    	 yi = 1.28856e+06    	 xi = 9.5459    	 h = 0.000976562    	 yi(1/2) = 1.28856e+06    	 yi - yi(1/2) = -6.12345e-08    	 LEE = 6.99822e-08    	 c1 = 10    	 c2 = 1
	 i = 4241    	 yi = 1.29008e+06    	 xi = 9.54688    	 h = 0.000976562    	 yi(1/2) = 1.29008e+06    	 yi - yi(1/2) = -6.14673e-08    	 LEE = 7.02483e-08    	 c1 = 10    	 c2 = 1
	 i = 4242    	 yi = 1.2916e+06    	 xi = 9.54785    	 h = 0.000976562    	 yi(1/2) = 1.2916e+06    	 yi - yi(1/2) = -6.14673e-08    	 LEE = 7.02483e-08    	 c1 = 10    	 c2 = 1
	 i = 4243    	 yi = 1.29313e+06    	 xi = 9.54883    	 h = 0.000976562    	 yi(1/2) = 1.29313e+06    	 yi - yi(1/2) = -6.17001e-08    	 LEE = 7.05144e-08    	 c1 = 10    	 c2 = 1
